DISP_DATE,ORIG_PROV_CODE,ORIG_PROV_NAME,ORIG_DIST_CODE,ORIG_DIST_NAME,DISP_PROV_CODE,DISP_PROV_NAME,DISP_DIST_CODE,DISP_DIST_NAME,DISP_IND,DISP_FAM,DISP_ADULT_MALE,DISP_ADULT_FEMALE,DISP_CHILDREN_U18
02-05-18,6,Nangarhar,604,Khogyani,6,Nangarhar,604,Khogyani,42,6,4,4,34
02-05-18,7,Laghman,702,Alishang,6,Nangarhar,601,Jalalabad,35,5,5,5,20
02-05-18,29,Badghis,2904,Qadis,30,Hirat,3001,Hirat,35,6,,,
03-05-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,70,10,2,2,66
03-05-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,28,4,2,2,24
03-05-18,9,Baghlan,901,Pul-e-Khumri,9,Baghlan,901,Pul-e-Khumri,560,80,,,
03-05-18,26,Khost,2603,Musakhel,26,Khost,2601,Khost (Matun),42,6,6,6,30
03-05-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,603,Surkhrod,49,7,10,10,29
03-05-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,112,16,,,
04-05-18,6,Nangarhar,619,Muhmand Dara,6,Nangarhar,602,Behsud,7,1,1,1,5
04-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,17,3,,,
04-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,7,1,1,1,5
04-05-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,14,2,2,2,10
04-05-18,6,Nangarhar,606,Rodat,6,Nangarhar,602,Behsud,14,2,1,1,12
04-05-18,6,Nangarhar,615,Batikot,6,Nangarhar,602,Behsud,14,2,2,2,10
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,771,95,,,
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,726,101,,,
05-05-18,29,Badghis,2905,Jawand,30,Hirat,3001,Hirat,75,13,,,
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,1015,145,123,234,658
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,615,Batikot,392,56,73,80,243
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,7,1,2,3,2
05-05-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,605,Chaparhar,14,2,2,2,10
05-05-18,29,Badghis,2901,Qala-e-Naw,29,Badghis,2901,Qala-e-Naw,21,4,,,
05-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,612,Pachieragam,350,50,57,67,156
05-05-18,13,Kunar,1312,Ghaziabad,14,Nuristan,1405,Wama,29,6,6,6,17
05-05-18,6,Nangarhar,604,Khogyani,1,Kabul,101,Kabul,140,20,30,40,70
06-05-18,13,Kunar,1306,Shigal Wa Sheltan,2,Kapisa,201,Mahmud-e-Raqi,21,3,,,
06-05-18,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,231,33,,,
06-05-18,28,Faryab,2809,Bilcheragh,28,Faryab,2811,Andkhoy,105,15,,,
06-05-18,6,Nangarhar,615,Batikot,6,Nangarhar,603,Surkhrod,14,2,2,2,10
06-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,603,Surkhrod,175,25,25,25,125
06-05-18,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,224,32,32,32,160
07-05-18,28,Faryab,2804,Shirintagab,28,Faryab,2811,Andkhoy,658,94,,,
07-05-18,28,Faryab,2802,Khwajasabzposh,28,Faryab,2811,Andkhoy,70,10,,,
08-05-18,13,Kunar,1311,Barkunar,14,Nuristan,1405,Wama,14,2,4,2,8
08-05-18,31,Farah,3101,Farah,31,Farah,3101,Farah,154,26,,,
08-05-18,9,Baghlan,906,Tala Wa barfak,9,Baghlan,901,Pul-e-Khumri,126,18,,,
08-05-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,8,1,,,
09-05-18,9,Baghlan,906,Tala Wa barfak,10,Bamyan,1006,Kahmard,368,56,183,59,75
09-05-18,13,Kunar,1314,Nurgal,13,Kunar,1314,Nurgal,294,42,128,36,33
09-05-18,9,Baghlan,906,Tala Wa barfak,10,Bamyan,1002,Sayghan,89,30,,,
10-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,42,6,9,11,22
10-05-18,13,Kunar,1313,Chapadara,14,Nuristan,1405,Wama,14,3,2,3,9
10-05-18,19,Samangan,1907,Ruy-e-Duab,1,Kabul,101,Kabul,28,4,,,
10-05-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,88,13,,,
10-05-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,192,35,,,
10-05-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,21,3,,,
10-05-18,21,Ghor,2107,Pasaband,21,Ghor,2101,Chaghcharan,38,6,,,
10-05-18,13,Kunar,1314,Nurgal,13,Kunar,1314,Nurgal,197,25,0,0,0
11-05-18,21,Ghor,2102,Charsadra,21,Ghor,2101,Chaghcharan,10,2,,,
11-05-18,28,Faryab,2810,Dawlatabad,27,Jawzjan,2701,Shiberghan,1092,156,,,
11-05-18,13,Kunar,1314,Nurgal,14,Nuristan,1405,Wama,35,4,6,5,24
11-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,740,125,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,291,42,,,
11-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,480,80,,,
11-05-18,9,Baghlan,906,Tala Wa barfak,1,Kabul,101,Kabul,98,14,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,482,74,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,546,91,,,
11-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,324,59,,,
11-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,138,23,,,
11-05-18,6,Nangarhar,604,Khogyani,1,Kabul,101,Kabul,35,5,,,
11-05-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,84,11,,,
11-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,96,16,,,
12-05-18,13,Kunar,1302,Watapur,13,Kunar,1301,Asadabad,30,6,6,6,18
12-05-18,14,Nuristan,1405,Wama,14,Nuristan,1405,Wama,10,2,2,2,6
12-05-18,14,Nuristan,1406,Waygal,14,Nuristan,1405,Wama,6,2,2,2,2
12-05-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,5,1,,,
13-05-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,16,3,,,
14-05-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,23,4,,,
15-05-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,60,11,,,
15-05-18,7,Laghman,702,Alishang,1,Kabul,101,Kabul,21,3,,,
15-05-18,24,Zabul,2408,Daychopan,24,Zabul,2401,Qalat,182,26,55,50,77
15-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,216,38,,,
15-05-18,13,Kunar,1302,Watapur,13,Kunar,1304,Sarkani,7,1,1,1,5
15-05-18,24,Zabul,2408,Daychopan,24,Zabul,2401,Qalat,118,13,15,23,80
16-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,78,14,,,
17-05-18,13,Kunar,1314,Nurgal,6,Nangarhar,602,Behsud,90,15,,,
17-05-18,13,Kunar,1314,Nurgal,6,Nangarhar,608,Kuzkunar,90,14,,,
18-05-18,32,Hilmand,3203,Nad-e-Ali / Marja,32,Hilmand,3201,Lashkargah,336,48,46,50,240
18-05-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,65,11,,,
19-05-18,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,76,12,,,
19-05-18,31,Farah,3101,Farah,30,Hirat,3001,Hirat,413,59,,,
20-05-18,15,Badakhshan,1509,Teshkan,15,Badakhshan,1518,Keshem,77,11,,,
20-05-18,16,Takhar,1613,Dasht-e-Qala,16,Takhar,1609,Rostaq,588,84,,,
20-05-18,16,Takhar,1607,Farkhar,16,Takhar,1601,Taloqan,224,32,,,
20-05-18,16,Takhar,1613,Dasht-e-Qala,16,Takhar,1613,Dasht-e-Qala,630,90,,,
20-05-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,186,26,,,
20-05-18,16,Takhar,1613,Dasht-e-Qala,16,Takhar,1601,Taloqan,756,108,,,
20-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,181,29,,,
20-05-18,2,Kapisa,205,Tagab,3,Parwan,302,Jabalussaraj,154,22,,,
20-05-18,21,Ghor,2106,Taywarah,21,Ghor,2101,Chaghcharan,6,1,,,
20-05-18,28,Faryab,2812,Qaramqol,28,Faryab,2811,Andkhoy,434,62,,,
20-05-18,15,Badakhshan,1505,Kohestan,15,Badakhshan,1501,Fayzabad,343,49,,,
20-05-18,28,Faryab,2810,Dawlatabad,28,Faryab,2811,Andkhoy,77,11,,,
20-05-18,6,Nangarhar,615,Batikot,6,Nangarhar,601,Jalalabad,196,28,28,28,140
20-05-18,28,Faryab,2802,Khwajasabzposh,28,Faryab,2801,Maymana,1337,191,,,
20-05-18,29,Badghis,2905,Jawand,21,Ghor,2101,Chaghcharan,10,2,,,
20-05-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,14,2,4,6,4
21-05-18,13,Kunar,1313,Chapadara,14,Nuristan,1401,Poruns,5,1,1,1,3
24-05-18,31,Farah,3101,Farah,31,Farah,3101,Farah,187,29,,,
25-05-18,29,Badghis,2906,Balamurghab,30,Hirat,3001,Hirat,94,17,,,
26-05-18,28,Faryab,2804,Shirintagab,18,Balkh,1802,Nahr-e-Shahi,749,107,,,
27-05-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,266,38,,,
27-05-18,17,Kunduz,1706,Khanabad,17,Kunduz,1706,Khanabad,2373,339,,,
27-05-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,252,36,,,
28-05-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,264,48,,,
29-05-18,23,Uruzgan,2304,Dehrawud,33,Kandahar,3301,Kandahar / Dand,96,11,10,18,68
29-05-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,10,2,,,
30-05-18,2,Kapisa,206,Alasay,3,Parwan,301,Charikar,126,18,,,
30-05-18,29,Badghis,2905,Jawand,29,Badghis,2901,Qala-e-Naw,6,1,,,
30-05-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,70,10,,,
31-05-18,29,Badghis,2907,Ghormach,29,Badghis,2901,Qala-e-Naw,12,2,,,
01-06-18,32,Hilmand,3201,Lashkargah,24,Zabul,2401,Qalat,42,6,12,13,17
01-06-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,67,10,,,
01-06-18,6,Nangarhar,615,Batikot,6,Nangarhar,601,Jalalabad,21,3,3,3,15
01-06-18,6,Nangarhar,615,Batikot,6,Nangarhar,603,Surkhrod,14,2,2,2,10
01-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,613,Dehbala,1015,145,147,177,691
01-06-18,13,Kunar,1306,Shigal Wa Sheltan,3,Parwan,304,Bagram,140,20,,,
01-06-18,23,Uruzgan,2302,Chora / Chinarto,24,Zabul,2401,Qalat,119,17,41,33,45
01-06-18,23,Uruzgan,2305,Khasuruzgan,23,Uruzgan,2301,Tirinkot,18,3,4,8,6
01-06-18,23,Uruzgan,2305,Khasuruzgan,23,Uruzgan,2301,Tirinkot,49,6,14,13,22
01-06-18,23,Uruzgan,2302,Chora / Chinarto,23,Uruzgan,2301,Tirinkot,389,53,110,117,162
01-06-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,104,14,,,
01-06-18,31,Farah,3101,Farah,31,Farah,3101,Farah,330,52,,,
01-06-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,5,1,,,
01-06-18,31,Farah,3111,Anardara,31,Farah,3101,Farah,22,3,,,
02-06-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,16,2,2,3,11
02-06-18,6,Nangarhar,615,Batikot,6,Nangarhar,606,Rodat,35,5,5,5,25
02-06-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,70,10,10,10,50
02-06-18,32,Hilmand,3210,Kajaki,33,Kandahar,3301,Kandahar / Dand,6,1,0,1,5
02-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,49,7,7,7,35
02-06-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,14,2,3,3,15
03-06-18,12,Paktya,1209,Janikhel,12,Paktya,1201,Gardez,140,20,20,20,100
04-06-18,12,Paktya,1208,Alikhel (Jaji),12,Paktya,1201,Gardez,105,15,15,15,75
04-06-18,7,Laghman,701,Mehtarlam / Bad Pash,7,Laghman,701,Mehtarlam / Bad Pash,175,25,25,25,125
04-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,602,Behsud,30,5,5,5,25
04-06-18,7,Laghman,704,Alingar,7,Laghman,701,Mehtarlam / Bad Pash,315,45,45,45,225
05-06-18,24,Zabul,2411,Nawbahar,24,Zabul,2401,Qalat,13,1,3,4,6
05-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,601,Jalalabad,35,5,5,5,25
05-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,601,Jalalabad,1182,220,242,241,699
05-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,606,Rodat,28,4,4,4,20
05-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,605,Chaparhar,49,7,7,7,35
05-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,14,2,2,2,10
05-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,21,3,3,3,15
05-06-18,32,Hilmand,3204,Nawa-e-Barakzaiy,33,Kandahar,3301,Kandahar / Dand,11,2,1,2,8
05-06-18,2,Kapisa,205,Tagab,1,Kabul,101,Kabul,56,8,,,
05-06-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,7,1,,,
05-06-18,9,Baghlan,904,Doshi,1,Kabul,101,Kabul,35,5,,,
06-06-18,24,Zabul,2401,Qalat,33,Kandahar,3301,Kandahar / Dand,5,1,0,1,4
06-06-18,24,Zabul,2402,Arghandab,24,Zabul,2401,Qalat,52,8,10,10,32
06-06-18,17,Kunduz,1707,Dasht-e-Archi,1,Kabul,101,Kabul,105,15,,,
06-06-18,24,Zabul,2403,Mizan,24,Zabul,2401,Qalat,32,3,6,4,22
06-06-18,23,Uruzgan,2302,Chora / Chinarto,24,Zabul,2401,Qalat,8,1,2,2,4
06-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,35,5,5,5,25
07-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,601,Jalalabad,35,5,5,5,25
07-06-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,601,Jalalabad,105,15,15,15,75
07-06-18,6,Nangarhar,612,Pachieragam,6,Nangarhar,603,Surkhrod,28,4,4,4,20
07-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,603,Surkhrod,21,3,3,3,15
07-06-18,17,Kunduz,1704,Chardarah,1,Kabul,101,Kabul,14,2,,,
08-06-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,159,26,,,
09-06-18,31,Farah,3109,Gulestan,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
09-06-18,23,Uruzgan,2303,Shahid-e-Hassas,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
10-06-18,12,Paktya,1204,Zurmat,12,Paktya,1201,Gardez,91,13,13,13,65
10-06-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,28,4,,,
10-06-18,6,Nangarhar,605,Chaparhar,4,Wardak,401,Maydanshahr,49,7,,,
10-06-18,23,Uruzgan,2301,Tirinkot,23,Uruzgan,2301,Tirinkot,538,67,160,146,232
11-06-18,14,Nuristan,1407,Kamdesh,14,Nuristan,1401,Poruns,19,5,3,6,10
11-06-18,28,Faryab,2810,Dawlatabad,18,Balkh,1802,Nahr-e-Shahi,392,56,,,
11-06-18,31,Farah,3101,Farah,33,Kandahar,3301,Kandahar / Dand,8,1,1,2,5
11-06-18,5,Logar,504,Barakibarak,1,Kabul,101,Kabul,63,9,,,
11-06-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,56,8,,,
11-06-18,3,Parwan,307,Ghorband,3,Parwan,301,Charikar,35,5,,,
11-06-18,9,Baghlan,904,Doshi,8,Panjsher,801,Bazarak,42,6,,,
12-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,606,Rodat,21,3,6,5,10
13-06-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,35,5,7,8,20
14-06-18,4,Wardak,402,Jalrez,4,Wardak,401,Maydanshahr,42,6,,,
14-06-18,15,Badakhshan,1506,Raghestan,15,Badakhshan,1506,Raghestan,581,83,,,
14-06-18,15,Badakhshan,1505,Kohestan,15,Badakhshan,1505,Kohestan,105,15,,,
14-06-18,15,Badakhshan,1522,Warduj,15,Badakhshan,1512,Baharak,1050,150,,,
14-06-18,15,Badakhshan,1505,Kohestan,15,Badakhshan,1501,Fayzabad,252,36,,,
15-06-18,19,Samangan,1907,Ruy-e-Duab,1,Kabul,101,Kabul,28,4,,,
15-06-18,6,Nangarhar,605,Chaparhar,1,Kabul,101,Kabul,70,10,,,
15-06-18,33,Kandahar,3316,Maruf,33,Kandahar,3301,Kandahar / Dand,6,1,2,2,2
15-06-18,33,Kandahar,3308,Maywand,33,Kandahar,3301,Kandahar / Dand,8,1,0,1,7
15-06-18,33,Kandahar,3306,Shahwalikot,33,Kandahar,3301,Kandahar / Dand,12,1,3,2,7
15-06-18,29,Badghis,2905,Jawand,21,Ghor,2101,Chaghcharan,28,4,,,
15-06-18,21,Ghor,2101,Chaghcharan,21,Ghor,2101,Chaghcharan,70,10,,,
15-06-18,33,Kandahar,3307,Khakrez,33,Kandahar,3301,Kandahar / Dand,99,16,12,17,70
15-06-18,17,Kunduz,1707,Dasht-e-Archi,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
15-06-18,23,Uruzgan,2301,Tirinkot,33,Kandahar,3301,Kandahar / Dand,53,6,6,7,40
15-06-18,7,Laghman,704,Alingar,14,Nuristan,1405,Wama,26,7,6,7,13
15-06-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,20,3,,,
15-06-18,14,Nuristan,1405,Wama,14,Nuristan,1405,Wama,22,4,4,4,14
16-06-18,28,Faryab,2806,Qaysar,33,Kandahar,3301,Kandahar / Dand,11,1,1,1,9
17-06-18,32,Hilmand,3206,Musaqalah,33,Kandahar,3301,Kandahar / Dand,11,2,1,2,8
18-06-18,23,Uruzgan,2301,Tirinkot,33,Kandahar,3301,Kandahar / Dand,7,1,0,1,6
18-06-18,23,Uruzgan,2304,Dehrawud,33,Kandahar,3301,Kandahar / Dand,8,1,1,1,6
18-06-18,24,Zabul,2407,Kakar,24,Zabul,2401,Qalat,4,1,1,1,2
18-06-18,5,Logar,503,Mohammadagha,1,Kabul,101,Kabul,35,5,,,
18-06-18,31,Farah,3110,Purchaman,33,Kandahar,3301,Kandahar / Dand,17,3,2,3,12
19-06-18,15,Badakhshan,1526,Koran Wa Monjan,14,Nuristan,1401,Poruns,8,1,2,1,5
19-06-18,14,Nuristan,1407,Kamdesh,14,Nuristan,1401,Poruns,20,3,2,3,15
19-06-18,7,Laghman,705,Dawlatshah,14,Nuristan,1401,Poruns,6,1,1,1,4
19-06-18,14,Nuristan,1406,Waygal,14,Nuristan,1401,Poruns,16,2,2,2,12
19-06-18,14,Nuristan,1408,Barg-e-Matal,14,Nuristan,1401,Poruns,22,8,7,7,8
19-06-18,14,Nuristan,1404,Nurgeram,14,Nuristan,1401,Poruns,8,2,2,2,4
19-06-18,6,Nangarhar,611,Sherzad,6,Nangarhar,603,Surkhrod,6,1,1,1,4
19-06-18,13,Kunar,1306,Shigal Wa Sheltan,13,Kunar,1301,Asadabad,28,5,5,5,18
20-06-18,21,Ghor,2105,Shahrak,21,Ghor,2105,Shahrak,330,55,,,
20-06-18,33,Kandahar,3314,Nesh,33,Kandahar,3301,Kandahar / Dand,49,6,8,8,33
20-06-18,9,Baghlan,904,Doshi,1,Kabul,101,Kabul,49,7,,,
20-06-18,4,Wardak,403,Nerkh,4,Wardak,401,Maydanshahr,28,4,,,
20-06-18,7,Laghman,705,Dawlatshah,8,Panjsher,805,Khenj (Hes-e-Awal),28,4,,,
20-06-18,32,Hilmand,3206,Musaqalah,33,Kandahar,3301,Kandahar / Dand,12,1,2,1,9
20-06-18,32,Hilmand,3202,Nahr-e-Saraj,33,Kandahar,3301,Kandahar / Dand,4,1,1,1,2
20-06-18,32,Hilmand,3204,Nawa-e-Barakzaiy,33,Kandahar,3301,Kandahar / Dand,7,1,0,1,6
20-06-18,24,Zabul,2406,Shahjoy,24,Zabul,2401,Qalat,14,2,4,4,6
20-06-18,11,Ghazni,1116,Ajrestan,11,Ghazni,1101,Ghazni,126,18,,,
20-06-18,24,Zabul,2410,Shomulzay,24,Zabul,2401,Qalat,6,1,0,1,5
20-06-18,32,Hilmand,3207,Nawzad,33,Kandahar,3301,Kandahar / Dand,5,1,0,1,4
20-06-18,28,Faryab,2810,Dawlatabad,18,Balkh,1802,Nahr-e-Shahi,1841,263,,,
20-06-18,21,Ghor,2103,DoLayna,21,Ghor,2101,Chaghcharan,84,12,,,
20-06-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,91,12,,,
20-06-18,29,Badghis,2903,Abkamari,30,Hirat,3001,Hirat,63,13,,,
20-06-18,21,Ghor,2106,Taywarah,21,Ghor,2101,Chaghcharan,14,2,,,
20-06-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,18,3,3,3,12
21-06-18,17,Kunduz,1703,Qala-e-Zal,33,Kandahar,3301,Kandahar / Dand,7,1,1,1,5
22-06-18,17,Kunduz,1702,Emamsaheb,17,Kunduz,1702,Emamsaheb,231,33,,,
22-06-18,14,Nuristan,1402,Mandol,8,Panjsher,803,Rukha,14,2,,,
22-06-18,32,Hilmand,3203,Nad-e-Ali / Marja,33,Kandahar,3301,Kandahar / Dand,41,7,5,8,28
22-06-18,13,Kunar,1314,Nurgal,6,Nangarhar,609,Dara-e-Nur,133,19,27,35,71
23-06-18,13,Kunar,1311,Barkunar,6,Nangarhar,602,Behsud,24,4,4,4,16
24-06-18,33,Kandahar,3306,Shahwalikot,33,Kandahar,3301,Kandahar / Dand,8,1,0,2,6
24-06-18,23,Uruzgan,2302,Chora / Chinarto,33,Kandahar,3301,Kandahar / Dand,5,1,1,1,3
25-06-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,18,3,3,3,12
25-06-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,119,17,,,
25-06-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,77,11,,,
25-06-18,19,Samangan,1901,Aybak,19,Samangan,1901,Aybak,1302,186,,,
25-06-18,31,Farah,3111,Anardara,31,Farah,3101,Farah,21,3,,,
25-06-18,29,Badghis,2904,Qadis,29,Badghis,2901,Qala-e-Naw,6,1,,,
25-06-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,10,2,,,
25-06-18,29,Badghis,2903,Abkamari,29,Badghis,2901,Qala-e-Naw,330,60,,,
25-06-18,21,Ghor,2105,Shahrak,21,Ghor,2101,Chaghcharan,246,41,,,
26-06-18,31,Farah,3103,Balabuluk,31,Farah,3101,Farah,145,21,,,
26-06-18,20,Sar-e-Pul,2002,Sayad,20,Sar-e-Pul,2001,Sar-e-Pul,560,80,,,
27-06-18,31,Farah,3101,Farah,31,Farah,3101,Farah,90,14,,,
28-06-18,19,Samangan,1905,Dara-e Suf-e-Bala,19,Samangan,1905,Dara-e Suf-e-Bala,252,36,,,
28-06-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,16,3,,,
29-06-18,31,Farah,3110,Purchaman,31,Farah,3101,Farah,33,6,,,
30-06-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,84,12,,,
30-06-18,19,Samangan,1901,Aybak,19,Samangan,1901,Aybak,560,80,,,
01-07-18,6,Nangarhar,605,Chaparhar,6,Nangarhar,602,Behsud,13,2,2,2,9
01-07-18,13,Kunar,1308,Chawkay,13,Kunar,1309,Khaskunar,35,5,6,7,22
01-07-18,11,Ghazni,1101,Ghazni,22,Daykundi,2209,Miramor,269,48,39,57,173
01-07-18,31,Farah,3106,Qala-e-Kah,31,Farah,3101,Farah,22,5,,,
01-07-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,24,3,4,5,15
02-07-18,9,Baghlan,902,Baghlan-e-Jadid,26,Khost,2601,Khost (Matun),98,14,14,14,70
02-07-18,17,Kunduz,1704,Chardarah,17,Kunduz,1701,Kunduz,6412,916,,,
02-07-18,31,Farah,3107,Shibkoh,31,Farah,3101,Farah,6,1,,,
02-07-18,16,Takhar,1614,Khwajaghar,16,Takhar,1601,Taloqan,364,52,,,
02-07-18,6,Nangarhar,613,Dehbala,6,Nangarhar,603,Surkhrod,6,1,1,1,4
02-07-18,6,Nangarhar,613,Dehbala,6,Nangarhar,602,Behsud,28,4,10,10,50
02-07-18,6,Nangarhar,604,Khogyani,6,Nangarhar,603,Surkhrod,14,2,11,11,55
03-07-18,31,Farah,3109,Gulestan,31,Farah,3101,Farah,31,5,,,
03-07-18,31,Farah,3101,Farah,31,Farah,3101,Farah,203,30,,,
03-07-18,5,Logar,504,Barakibarak,26,Khost,2601,Khost (Matun),140,20,20,20,100
03-07-18,13,Kunar,1313,Chapadara,13,Kunar,1313,Chapadara,450,69,70,75,305
04-07-18,23,Uruzgan,2301,Tirinkot,1,Kabul,107,Bagrami,49,7,,,
05-07-18,29,Badghis,2902,Muqur,29,Badghis,2901,Qala-e-Naw,119,17,,,
05-07-18,13,Kunar,1305,Marawara,13,Kunar,1305,Marawara,10,1,1,2,7
05-07-18,29,Badghis,2906,Balamurghab,29,Badghis,2901,Qala-e-Naw,91,13,,,
05-07-18,11,Ghazni,1105,Andar,26,Khost,2601,Khost (Matun),105,15,15,15,75
05-07-18,31,Farah,3104,Khak-e-Safed,31,Farah,3101,Farah,24,6,,,
05-07-18,29,Badghis,2907,Ghormach,29,Badghis,2904,Qadis,7,1,,,
07-07-18,31,Farah,3110,Purchaman,31,Farah,3101,Farah,30,6,,,
08-07-18,31,Farah,3103,Balabuluk,29,Badghis,2901,Qala-e-Naw,209,29,,,
08-07-18,21,Ghor,2107,Pasaband,21,Ghor,2101,Chaghcharan,132,22,,,
08-07-18,31,Farah,3105,Pushtrod,31,Farah,3101,Farah,102,13,,,
09-07-18,13,Kunar,1302,Watapur,13,Kunar,1302,Watapur,10,2,2,2,6
10-07-18,11,Ghazni,1105,Andar,11,Ghazni,1101,Ghazni,350,50,,,
10-07-18,14,Nuristan,1408,Barg-e-Matal,14,Nuristan,1401,Poruns,4,1,1,1,2
10-07-18,19,Samangan,1904,Dara-e-Suf-e-Payin,19,Samangan,1901,Aybak,189,27,,,
